timestamp,generated,avg_kvah,consumed,grid,total_consumed_kvah,billed_kvah,solar_kvah,banked_solar_kvah,bill_amount
2023-07-02 12:00:00,45454,2.69,40591,4806,45397,43625,4806,0,314146.25
2023-07-02 13:00:00,39300,2.76,39405,5202,44607,39742,5202,0,267970.52
2023-07-02 14:00:00,45786,2.09,31148,5172,36320,35713,5172,0,243303.74
2023-07-02 15:00:00,37234,3.8,30766,10106,40872,35659,10106,0,279072.32
2023-07-02 16:00:00,42321,2.28,31565,8844,40409,38308,8844,0,278959.89
2023-07-02 17:00:00,47094,2.15,35979,11712,47691,40789,11712,0,323193.51
2023-07-02 18:00:00,45283,2.43,41950,8071,50021,46133,8071,0,430154.68
2023-07-02 19:00:00,41839,2.94,36750,7545,44295,38092,7545,0,342960.69
2023-07-02 20:00:00,40651,2.01,37496,6507,44003,41476,6507,0,281367.38
2023-07-02 21:00:00,40651,3.29,35289,3317,38606,34533,3317,0,342050.07
2023-07-02 22:00:00,38104,2.63,37396,7767,45163,41347,7767,0,342134.6
2023-07-02 23:00:00,42664,2.36,39787,10706,50493,44326,10706,0,279133.88
2023-07-03 00:00:00,41090,3.58,30869,6683,37552,32998,6683,0,239033.27
2023-07-03 01:00:00,41952,3.28,35100,4047,39147,36856,4047,0,253432.15
2023-07-03 02:00:00,41294,3.35,38602,3305,41907,36629,3305,0,340972.1
2023-07-03 03:00:00,47091,3.58,41125,4553,45678,42539,4553,0,390403.21
2023-07-03 04:00:00,44476,2.37,33810,5455,39265,36311,5455,0,344527.08
2023-07-03 05:00:00,39244,2.57,30185,4105,34290,29471,4105,0,233458.81
2023-07-03 06:00:00,46702,2.77,39499,10859,50358,44154,10859,0,331184.53
2023-07-03 07:00:00,43610,3.17,32019,3643,35662,32823,3643,0,258905.54
2023-07-03 08:00:00,43238,2.91,34805,9388,44193,42964,9388,0,259587.07
2023-07-03 09:00:00,39771,2.45,36542,5944,42486,36604,5944,0,338524.38
2023-07-03 10:00:00,40351,3.57,37668,8370,46038,39751,8370,0,364352.83
2023-07-03 11:00:00,42324,3.65,41952,11954,53906,48043,11954,0,428463.75
2023-07-03 12:00:00,44695,2.04,40474,3663,44137,42989,3663,0,407480.16
2023-07-03 13:00:00,41090,2.22,34677,5204,39881,35724,5204,0,223251.17
2023-07-03 14:00:00,43705,3.63,33614,5548,39162,36126,5548,0,239095.44
2023-07-03 15:00:00,45782,3.55,32384,3491,35875,32664,3491,0,233058.27
2023-07-03 16:00:00,38188,2.5,42152,8963,51115,47731,8963,0,330530.36
2023-07-03 17:00:00,41564,3.88,39264,4364,43628,37467,4364,0,303699.91
2023-07-03 18:00:00,46479,2.75,30050,4379,34429,30617,4379,0,244560.96
2023-07-03 19:00:00,41387,2.26,39164,8163,47327,44428,8163,0,325193.6
2023-07-03 20:00:00,43753,2.19,41028,11988,53016,49835,11988,0,474275.54
2023-07-03 21:00:00,46759,3.08,31742,3909,35651,30994,3909,0,245715.98
2023-07-03 22:00:00,39923,2.37,38005,6718,44723,39806,6718,0,271102.29
2023-07-03 23:00:00,46674,2.3,41525,6203,47728,44768,6203,0,365808.01
2023-07-04 00:00:00,39895,2.69,39855,8794,48649,47774,8794,0,429286.83
2023-07-04 01:00:00,38891,3.41,40916,7688,48604,41372,7688,0,327686.57
2023-07-04 02:00:00,39655,3.03,35106,4151,39257,38633,4151,0,349679.99
2023-07-04 03:00:00,37522,2.54,32405,11603,44008,43281,11603,0,374565.12
2023-07-04 04:00:00,44926,3.57,40131,6220,46351,44450,6220,0,327174.58
2023-07-04 05:00:00,39609,2.32,32196,6443,38639,37067,6443,0,249867.48
2023-07-04 06:00:00,43014,3.24,36123,6248,42371,41341,6248,0,307835.18
2023-07-04 07:00:00,40190,2.1,32680,8487,41167,35998,8487,0,243117.4
2023-07-04 08:00:00,38694,3.29,31697,4361,36058,30693,4361,0,263132.91
2023-07-04 09:00:00,42817,2.9,35985,10372,46357,39725,10372,0,333879.96
2023-07-04 10:00:00,42310,3.03,38752,8118,46870,46520,8118,0,377115.44
2023-07-04 11:00:00,45504,3.48,36863,5074,41937,38600,5074,0,271917.23
2023-07-04 12:00:00,38010,2.15,42082,5942,48024,47015,5942,0,395271.96
2023-07-04 13:00:00,46380,2.59,32779,6051,38830,33372,6051,0,318529.37
2023-07-04 14:00:00,40687,3.5,35914,8234,44148,39334,8234,0,317915.27
2023-07-04 15:00:00,41766,2.39,41264,5141,46405,45326,5141,0,370826.04
2023-07-04 16:00:00,44740,2.63,34822,3466,38288,34338,3466,0,325626.84
2023-07-04 17:00:00,40791,2.1,36059,4754,40813,36487,4754,0,250446.97
2023-07-04 18:00:00,38741,3.55,37202,6730,43932,38385,6730,0,250616.01
2023-07-04 19:00:00,37873,3.34,37744,11482,49226,48261,11482,0,397967.86
2023-07-04 20:00:00,46307,3.06,34843,3615,38458,33492,3615,0,254373.81
2023-07-04 21:00:00,46855,2.9,34460,8113,42573,38885,8113,0,258822.81
2023-07-04 22:00:00,40172,2.36,38175,3823,41998,37055,3823,0,239518.9
2023-07-04 23:00:00,40128,3.41,33675,3887,37562,33602,3887,0,205468.95
2023-07-05 00:00:00,37935,2.51,39640,8547,48187,45107,8547,0,285618.38
2023-07-05 01:00:00,45046,3.95,31728,11362,43090,42173,11362,0,265779.62
2023-07-05 02:00:00,38361,2.17,29730,3312,33042,28239,3312,0,272324.17
2023-07-05 03:00:00,45742,3.86,41617,8213,49830,43529,8213,0,335168.53
2023-07-05 04:00:00,37923,2.9,30053,4175,34228,30434,4175,0,254868.45
2023-07-05 05:00:00,45418,2.72,41910,9591,51501,44422,9591,0,401308.36
2023-07-05 06:00:00,44071,3.31,37573,6196,43769,41903,6196,0,277427.63
2023-07-05 07:00:00,41859,3.15,30397,9650,40047,38281,9650,0,311228.66
2023-07-05 08:00:00,44846,2.03,39512,8961,48473,43689,8961,0,386437.57
2023-07-05 09:00:00,43130,3.66,39141,11259,50400,50357,11259,0,447818.21
2023-07-05 10:00:00,45612,2.95,33954,6462,40416,40018,6462,0,351178.02
2023-07-05 11:00:00,39861,2.85,34727,9193,43920,39076,9193,0,292940.34
2023-07-05 12:00:00,46879,3.12,40184,9522,49706,49356,9522,0,485687.07
2023-07-05 13:00:00,39887,2.86,40231,6827,47058,41208,6827,0,253056.88
2023-07-05 14:00:00,43777,3.93,37508,4664,42172,38168,4664,0,252774.75
2023-07-05 15:00:00,41028,2.81,35400,5938,41338,35919,5938,0,345704.71
2023-07-05 16:00:00,44090,3.36,29659,5951,35610,32071,5951,0,317087.48
2023-07-05 17:00:00,45092,2.28,35876,9392,45268,38492,9392,0,347140.82
2023-07-05 18:00:00,42366,3.2,36459,5120,41579,40441,5120,0,356767.65
2023-07-05 19:00:00,43330,2.51,35973,11267,47240,46414,11267,0,310565.18
2023-07-05 20:00:00,43131,2.05,37578,5830,43408,40954,5830,0,262846.14
2023-07-05 21:00:00,37866,2.22,34306,4774,39080,38355,4774,0,277605.48
2023-07-05 22:00:00,44060,3.98,40821,4791,45612,42161,4791,0,405807.62
2023-07-05 23:00:00,42175,3.8,33185,6893,40078,38764,6893,0,376510.64
2023-07-06 00:00:00,46908,2.21,35363,6460,41823,41719,6460,0,257452.34
2023-07-06 01:00:00,37356,2.35,37177,5383,42560,39943,5383,0,281343.21
2023-07-06 02:00:00,38797,3.44,30317,8878,39195,38251,8878,0,303948.25
2023-07-06 03:00:00,44531,2.71,40819,7868,48687,41514,7868,0,266427.16
2023-07-06 04:00:00,40530,3.58,31895,8105,40000,39450,8105,0,249207.72
2023-07-06 05:00:00,41341,3.58,32621,7488,40109,37464,7488,0,236174.62
2023-07-06 06:00:00,45269,3.06,39358,3656,43014,37704,3656,0,323553.12
2023-07-06 07:00:00,43776,3.24,40683,6451,47134,41174,6451,0,369305.71
2023-07-06 08:00:00,44269,2.72,34744,11108,45852,40777,11108,0,352901.18
2023-07-06 09:00:00,39436,2.93,39937,5613,45550,42540,5613,0,378355.59
2023-07-06 10:00:00,43067,2.09,37023,7530,44553,39906,7530,0,363901.94
2023-07-06 11:00:00,46045,2.54,29637,11947,41584,37968,11947,0,310585.29
2023-07-06 12:00:00,39515,2.82,38412,10606,49018,48715,10606,0,373376.82
2023-07-06 13:00:00,42365,3.09,40649,10756,51405,48440,10756,0,300096.62
2023-07-06 14:00:00,43180,3.69,30347,7657,38004,33657,7657,0,271674.34
2023-07-06 15:00:00,45278,3.77,33040,6263,39303,34111,6263,0,262486.29
2023-07-06 16:00:00,37854,2.45,39558,9603,49161,43888,9603,0,419794.65
2023-07-06 17:00:00,37937,2.61,40170,10626,50796,49075,10626,0,408953.83
2023-07-06 18:00:00,41795,2.22,35542,8607,44149,42850,8607,0,416881.37
2023-07-06 19:00:00,43656,3.49,41486,3984,45470,42134,3984,0,264300.42
2023-07-06 20:00:00,39281,2.38,37443,7136,44579,44028,7136,0,411404.65
2023-07-06 21:00:00,40355,2.45,31076,5464,36540,31499,5464,0,208334.76
2023-07-06 22:00:00,44681,3.83,31136,7203,38339,36394,7203,0,226086.58
2023-07-06 23:00:00,46374,3.06,29757,9856,39613,37249,9856,0,236998.36
2023-07-07 00:00:00,38792,2.21,32920,8866,41786,38971,8866,0,260758.62
2023-07-07 01:00:00,41158,2.26,30301,7271,37572,36540,7271,0,343572.23
2023-07-07 02:00:00,41072,2.99,32628,3308,35936,34111,3308,0,269192.59
2023-07-07 03:00:00,42844,3.95,29780,7987,37767,32881,7987,0,322771.8
2023-07-07 04:00:00,46818,2.52,39112,7378,46490,42025,7378,0,353479.57
2023-07-07 05:00:00,46312,3.11,29946,5020,34966,32988,5020,0,323351.84
2023-07-07 06:00:00,44476,3.81,32631,5781,38412,37999,5781,0,282705.37
2023-07-07 07:00:00,41619,2.26,32635,8430,41065,37284,8430,0,363478.61
2023-07-07 08:00:00,43318,2.93,41561,10465,52026,50189,10465,0,429718.18
2023-07-07 09:00:00,46765,2.26,36303,3439,39742,39079,3439,0,387153.21
2023-07-07 10:00:00,44174,2.6,36010,10016,46026,41030,10016,0,353362.21
2023-07-07 11:00:00,40287,3.08,37585,9624,47209,44833,9624,0,341763.21
2023-07-07 12:00:00,38317,3.02,38794,5352,44146,43863,5352,0,314086.0
2023-07-07 13:00:00,43282,2.31,39849,11009,50858,49826,11009,0,463658.91
2023-07-07 14:00:00,43941,3.68,31992,9453,41445,37025,9453,0,253939.79
2023-07-07 15:00:00,38484,3.91,33823,3016,36839,32606,3016,0,211658.55
2023-07-07 16:00:00,41545,2.67,41462,10890,52352,45102,10890,0,373307.48
2023-07-07 17:00:00,38259,3.33,38486,6047,44533,41129,6047,0,321465.27
2023-07-07 18:00:00,45974,3.01,35615,4379,39994,34786,4379,0,236693.65
2023-07-07 19:00:00,38603,3.33,38313,9066,47379,44822,9066,0,418759.07
2023-07-07 20:00:00,42791,3.11,41691,5773,47464,46957,5773,0,367376.55
2023-07-07 21:00:00,42749,2.87,32672,9043,41715,39371,9043,0,381705.7
2023-07-07 22:00:00,42321,2.81,30722,11797,42519,42516,11797,0,295009.79
2023-07-07 23:00:00,40657,3.38,37305,10493,47798,43766,10493,0,396580.44
2023-07-08 00:00:00,45357,3.13,37018,3584,40602,38543,3584,0,297498.14
2023-07-08 01:00:00,38168,2.06,38631,6991,45622,43632,6991,0,366098.65
2023-07-08 02:00:00,37811,2.74,33292,10798,44090,40146,10798,0,269595.22
2023-07-08 03:00:00,41951,3.14,37972,7814,45786,44203,7814,0,300830.86
2023-07-08 04:00:00,40961,3.84,37122,11262,48384,44651,11262,0,342519.95
2023-07-08 05:00:00,46876,2.66,39784,11794,51578,45621,11794,0,311734.71
2023-07-08 06:00:00,37304,2.02,40396,3062,43458,40465,3062,0,254025.87
2023-07-08 07:00:00,41088,2.9,29766,4401,34167,32851,4401,0,228087.85
2023-07-08 08:00:00,46470,2.36,33058,9957,43015,42347,9957,0,332425.64
2023-07-08 09:00:00,47192,3.15,38806,9637,48443,46625,9637,0,351573.94
2023-07-08 10:00:00,41027,3.52,41743,3347,45090,43004,3347,0,358098.56
2023-07-08 11:00:00,41158,3.79,35083,9861,44944,44313,9861,0,368250.62
2023-07-08 12:00:00,41369,3.91,30188,6086,36274,36091,6086,0,327838.25
2023-07-08 13:00:00,45754,3.69,29722,11064,40786,37585,11064,0,238763.92
2023-07-08 14:00:00,45452,2.22,40300,3028,43328,40035,3028,0,330394.31
2023-07-08 15:00:00,43878,2.41,34716,6557,41273,41047,6557,0,312419.31
2023-07-08 16:00:00,44458,2.67,37394,4964,42358,39070,4964,0,354525.13
2023-07-08 17:00:00,46858,3.12,40845,5392,46237,45993,5392,0,400955.71
2023-07-08 18:00:00,41154,2.58,37592,6193,43785,42098,6193,0,344994.87
2023-07-08 19:00:00,38960,3.26,32889,3326,36215,32643,3326,0,216266.18
2023-07-08 20:00:00,45407,2.16,42239,3622,45861,45332,3622,0,279982.67
2023-07-08 21:00:00,39092,3.96,30337,11966,42303,36399,11966,0,343648.5
2023-07-08 22:00:00,43093,3.23,41173,8774,49947,49248,8774,0,371783.22
2023-07-08 23:00:00,37985,3.39,36059,10308,46367,45446,10308,0,297908.02
2023-07-09 00:00:00,37433,3.76,39048,4166,43214,37791,4166,0,271551.46
2023-07-09 01:00:00,41165,3.61,41127,6181,47308,46361,6181,0,414064.65
2023-07-09 02:00:00,44153,3.74,38144,5663,43807,42091,5663,0,340939.16
2023-07-09 03:00:00,37989,2.99,33903,4872,38775,37320,4872,0,273290.38
2023-07-09 04:00:00,45750,3.84,41092,7540,48632,45574,7540,0,432338.58
2023-07-09 05:00:00,45222,3.71,31176,4349,35525,33541,4349,0,208935.69
2023-07-09 06:00:00,43054,3.49,35916,9578,45494,43100,9578,0,343953.15
2023-07-09 07:00:00,40480,2.74,39313,4100,43413,40653,4100,0,284442.05
2023-07-09 08:00:00,41136,2.42,34639,7394,42033,35849,7394,0,223783.64
2023-07-09 09:00:00,40810,2.19,31991,6859,38850,37600,6859,0,299824.74
2023-07-09 10:00:00,40092,3.21,41652,3159,44811,44467,3159,0,340083.83
2023-07-09 11:00:00,43727,2.41,37374,6335,43709,40302,6335,0,261256.68
2023-07-09 12:00:00,38930,2.99,36552,9119,45671,41613,9119,0,355501.99
2023-07-09 13:00:00,40707,2.83,32280,8887,41167,37466,8887,0,357139.44
2023-07-09 14:00:00,37989,2.31,38902,5877,44779,40260,5877,0,302211.09
2023-07-09 15:00:00,37999,3.78,35486,7843,43329,40694,7843,0,298169.02
2023-07-09 16:00:00,39314,2.36,37244,4761,42005,37611,4761,0,320872.78
2023-07-09 17:00:00,43676,2.12,39251,6181,45432,40904,6181,0,361552.99
2023-07-09 18:00:00,45391,3.54,32146,8022,40168,36486,8022,0,287271.15
2023-07-09 19:00:00,37762,3.85,33722,8649,42371,42003,8649,0,400712.9
2023-07-09 20:00:00,41434,3.79,36396,3482,39878,38743,3482,0,348222.62
2023-07-09 21:00:00,45196,2.58,32087,4001,36088,35121,4001,0,305083.48
2023-07-09 22:00:00,44459,3.04,41705,8919,50624,48434,8919,0,454407.65
2023-07-09 23:00:00,45370,2.88,40806,8185,48991,43691,8185,0,297048.26
2023-07-10 00:00:00,38317,2.93,35559,7945,43504,43075,7945,0,420000.02
2023-07-10 01:00:00,45539,3.35,39646,3394,43040,37392,3394,0,227256.99
2023-07-10 02:00:00,43256,2.12,36805,10302,47107,46983,10302,0,443957.55
2023-07-10 03:00:00,44718,2.06,30529,8119,38648,36223,8119,0,260457.92
2023-07-10 04:00:00,39296,2.99,40634,11673,52307,47332,11673,0,469312.16
2023-07-10 05:00:00,40439,2.91,38356,4295,42651,42565,4295,0,331020.53
2023-07-10 06:00:00,46049,2.06,37986,10627,48613,45512,10627,0,417378.8
2023-07-10 07:00:00,46754,3.27,40606,10202,50808,44121,10202,0,360750.25
2023-07-10 08:00:00,42451,3.0,33162,11784,44946,44008,11784,0,382067.79
2023-07-10 09:00:00,41724,2.81,31331,7950,39281,37991,7950,0,250271.87
2023-07-10 10:00:00,44868,2.71,32087,4166,36253,32769,4166,0,215073.39
2023-07-10 11:00:00,38403,2.03,37720,5526,43246,39150,5526,0,280806.77
2023-07-10 12:00:00,38694,3.92,29685,10805,40490,39960,10805,0,366033.23
2023-07-10 13:00:00,41208,2.85,37126,11693,48819,42806,11693,0,369045.62
2023-07-10 14:00:00,45291,3.88,33119,10418,43537,43248,10418,0,322157.62
2023-07-10 15:00:00,42686,3.03,42260,7506,49766,47874,7506,0,388288.94
2023-07-10 16:00:00,44983,2.46,35567,11757,47324,47041,11757,0,346071.53
2023-07-10 17:00:00,44425,3.33,35367,11982,47349,41089,11982,0,405472.11
2023-07-10 18:00:00,38330,2.42,33391,4432,37823,35826,4432,0,246808.21
2023-07-10 19:00:00,41812,2.48,32523,11024,43547,38877,11024,0,371563.38
2023-07-10 20:00:00,41605,2.34,35648,3098,38746,36246,3098,0,261673.04
2023-07-10 21:00:00,46608,2.73,32963,6568,39531,33753,6568,0,218210.49
2023-07-10 22:00:00,45219,3.43,40594,10176,50770,46260,10176,0,355711.79
2023-07-10 23:00:00,42627,3.43,38972,10833,49805,49501,10833,0,475657.91
2023-07-11 00:00:00,43292,2.72,34667,9540,44207,42762,9540,0,274167.46
2023-07-11 01:00:00,47120,2.03,38724,10806,49530,44771,10806,0,383919.61
2023-07-11 02:00:00,39489,2.73,34664,4780,39444,35782,4780,0,260135.71
2023-07-11 03:00:00,40728,3.14,39075,4725,43800,41295,4725,0,366103.01
2023-07-11 04:00:00,39991,2.19,40494,9414,49908,47446,9414,0,464482.13
2023-07-11 05:00:00,41890,3.3,37890,3670,41560,41330,3670,0,310498.36
2023-07-11 06:00:00,41613,2.63,36988,8745,45733,44963,8745,0,436420.57
2023-07-11 07:00:00,42284,2.15,32852,5752,38604,33477,5752,0,291391.43
2023-07-11 08:00:00,44991,3.44,34874,11454,46328,41456,11454,0,368749.19
2023-07-11 09:00:00,41655,2.02,41015,8846,49861,47456,8846,0,409717.19
2023-07-11 10:00:00,47170,2.43,30119,6616,36735,33805,6616,0,240915.99
2023-07-11 11:00:00,44341,3.25,36224,9741,45965,41402,9741,0,382707.61
2023-07-11 12:00:00,41526,3.75,34205,10993,45198,39523,10993,0,307265.25
2023-07-11 13:00:00,40573,3.7,41290,10025,51315,44285,10025,0,283768.36
2023-07-11 14:00:00,41002,2.26,40936,9679,50615,49109,9679,0,305075.15
2023-07-11 15:00:00,41907,3.84,42107,10187,52294,49618,10187,0,397310.51
2023-07-11 16:00:00,43047,3.57,33136,10798,43934,42186,10798,0,402623.76
2023-07-11 17:00:00,44543,3.37,36474,4361,40835,40502,4361,0,398938.93
2023-07-11 18:00:00,47163,2.23,29883,10099,39982,34253,10099,0,290578.87
2023-07-11 19:00:00,45881,3.98,40161,8116,48277,42612,8116,0,420614.93
2023-07-11 20:00:00,39244,2.69,37312,6046,43358,37954,6046,0,348198.99
2023-07-11 21:00:00,46415,3.64,31747,6853,38600,35027,6853,0,282801.47
2023-07-11 22:00:00,41091,2.27,42105,8381,50486,48759,8381,0,480404.42
2023-07-11 23:00:00,38043,2.79,34571,3556,38127,35975,3556,0,327498.02
2023-07-12 00:00:00,42414,2.05,33868,10140,44008,39356,10140,0,384369.2
2023-07-12 01:00:00,43453,2.62,40238,3538,43776,39604,3538,0,350904.28
2023-07-12 02:00:00,42743,3.13,35894,10369,46263,43861,10369,0,348135.93
2023-07-12 03:00:00,45228,2.13,35615,6818,42433,38882,6818,0,385861.96
2023-07-12 04:00:00,44813,2.88,37178,6682,43860,41783,6682,0,282490.93
2023-07-12 05:00:00,43073,3.72,32863,8681,41544,35402,8681,0,279014.82
2023-07-12 06:00:00,41010,3.88,34415,8887,43302,37617,8887,0,271686.53
2023-07-12 07:00:00,44281,2.12,34740,8595,43335,42380,8595,0,383814.45
2023-07-12 08:00:00,42584,2.66,41557,11587,53144,51100,11587,0,436256.26
2023-07-12 09:00:00,41502,3.81,38539,9715,48254,44159,9715,0,400829.05
2023-07-12 10:00:00,47155,2.29,39804,4449,44253,43895,4449,0,378986.71
2023-07-12 11:00:00,45469,3.93,39814,5391,45205,40009,5391,0,255190.41
2023-07-12 12:00:00,41256,2.88,41051,7382,48433,43440,7382,0,338005.4
2023-07-12 13:00:00,38411,3.14,34169,3368,37537,33040,3368,0,302548.8
2023-07-12 14:00:00,46687,2.77,30769,5016,35785,31224,5016,0,299310.32
2023-07-12 15:00:00,45499,2.9,35992,8878,44870,44866,8878,0,355501.23
2023-07-12 16:00:00,41161,2.29,34904,3696,38600,34879,3696,0,272061.39
2023-07-12 17:00:00,47099,3.89,34986,9539,44525,40915,9539,0,403059.32
2023-07-12 18:00:00,39560,3.65,38728,5626,44354,39282,5626,0,362463.08
2023-07-12 19:00:00,37647,2.11,30158,4343,34501,34493,4343,0,321983.25
2023-07-12 20:00:00,43422,2.24,33557,8646,42203,37426,8646,0,307191.52
2023-07-12 21:00:00,46690,3.98,39507,4677,44184,39235,4677,0,255009.92
2023-07-12 22:00:00,47202,3.59,37641,8534,46175,39393,8534,0,305291.1
2023-07-12 23:00:00,41505,2.58,37169,11621,48790,41817,11621,0,370755.58
2023-07-13 00:00:00,37524,2.52,30983,3967,34950,34122,3967,0,209617.17
2023-07-13 01:00:00,47209,3.01,35881,11043,46924,44261,11043,0,267856.46
2023-07-13 02:00:00,40413,2.4,42133,7917,50050,44267,7917,0,429243.8
2023-07-13 03:00:00,44062,3.55,37551,8858,46409,44745,8858,0,271090.3
2023-07-13 04:00:00,38720,3.81,31316,8276,39592,34479,8276,0,300810.05
2023-07-13 05:00:00,41670,3.59,32746,8768,41514,38291,8768,0,320220.74
2023-07-13 06:00:00,40515,2.33,41653,6276,47929,45725,6276,0,339932.82
2023-07-13 07:00:00,41458,2.55,36528,6985,43513,41784,6985,0,403117.08
2023-07-13 08:00:00,37440,2.18,33325,10491,43816,43421,10491,0,295705.85
2023-07-13 09:00:00,40042,3.19,36252,3678,39930,36426,3678,0,282798.65
2023-07-13 10:00:00,43988,3.51,31511,11975,43486,41359,11975,0,382087.7
2023-07-13 11:00:00,39196,2.45,36974,5109,42083,40022,5109,0,368066.66
2023-07-13 12:00:00,42107,3.31,37605,11918,49523,47340,11918,0,321902.03
2023-07-13 13:00:00,45086,2.27,29964,11722,41686,36527,11722,0,276055.63
2023-07-13 14:00:00,45595,2.4,37007,4208,41215,37584,4208,0,310030.0
2023-07-13 15:00:00,43814,3.06,41833,6708,48541,46446,6708,0,422800.51
2023-07-13 16:00:00,38679,2.11,38210,4835,43045,41758,4835,0,317050.63
2023-07-13 17:00:00,38095,3.58,41840,8536,50376,48787,8536,0,293026.92
2023-07-13 18:00:00,37655,3.83,35826,8365,44191,41506,8365,0,322921.19
2023-07-13 19:00:00,40432,2.55,36798,8099,44897,44046,8099,0,327260.25
2023-07-13 20:00:00,39100,2.73,33267,10447,43714,42603,10447,0,389978.07
2023-07-13 21:00:00,44084,2.26,32557,8843,41400,39445,8843,0,309922.28
2023-07-13 22:00:00,44291,2.31,41677,8813,50490,49685,8813,0,441808.36
2023-07-13 23:00:00,37883,2.21,34719,9329,44048,38659,9329,0,254361.12
2023-07-14 00:00:00,46910,3.45,38231,10292,48523,42956,10292,0,330897.12
2023-07-14 01:00:00,40964,2.32,30175,11831,42006,39986,11831,0,314157.45
2023-07-14 02:00:00,47027,3.81,35927,9731,45658,43997,9731,0,416238.96
2023-07-14 03:00:00,39977,2.8,33029,10010,43039,36777,10010,0,236301.84
2023-07-14 04:00:00,39583,3.59,32066,9738,41804,41025,9738,0,371663.55
2023-07-14 05:00:00,44664,2.73,37026,9651,46677,42064,9651,0,323219.38
2023-07-14 06:00:00,45530,2.61,35727,8544,44271,43380,8544,0,280398.45
2023-07-14 07:00:00,42833,3.52,38479,5919,44398,41044,5919,0,328902.78
2023-07-14 08:00:00,38681,3.1,40884,11209,52093,45153,11209,0,400405.53
2023-07-14 09:00:00,47006,3.54,39712,10576,50288,43734,10576,0,397065.97
2023-07-14 10:00:00,45719,3.23,31978,7040,39018,38771,7040,0,331773.96
2023-07-14 11:00:00,43259,3.79,40783,7288,48071,46070,7288,0,333061.55
2023-07-14 12:00:00,37953,2.48,40396,6412,46808,42599,6412,0,399189.22
2023-07-14 13:00:00,42567,2.51,34534,5802,40336,35029,5802,0,241379.19
2023-07-14 14:00:00,38298,3.23,30487,5823,36310,32242,5823,0,251477.09
2023-07-14 15:00:00,42786,3.72,34931,9780,44711,38781,9780,0,363936.83
2023-07-14 16:00:00,41448,3.09,31447,4601,36048,34217,4601,0,339336.35
2023-07-14 17:00:00,42272,3.33,30089,3370,33459,30703,3370,0,216318.46
2023-07-14 18:00:00,43740,3.7,32575,8560,41135,35420,8560,0,282762.22
2023-07-14 19:00:00,45216,3.89,30679,7800,38479,35411,7800,0,286615.06
2023-07-14 20:00:00,41863,2.67,35997,7712,43709,41349,7712,0,412229.07
2023-07-14 21:00:00,45021,2.67,36337,9313,45650,44552,9313,0,351873.86
2023-07-14 22:00:00,46413,2.03,37891,3934,41825,40009,3934,0,398971.61
2023-07-14 23:00:00,46706,2.72,37737,4740,42477,36759,4740,0,248517.54
2023-07-15 00:00:00,41810,2.35,39497,9415,48912,45038,9415,0,354830.59
2023-07-15 01:00:00,42064,3.09,31694,7753,39447,36405,7753,0,235153.15
2023-07-15 02:00:00,37603,3.7,31627,6959,38586,36344,6959,0,231604.38
2023-07-15 03:00:00,41642,3.26,38966,3796,42762,37202,3796,0,253980.01
2023-07-15 04:00:00,45320,3.86,40649,8875,49524,49147,8875,0,358650.74
2023-07-15 05:00:00,46165,3.55,39853,7232,47085,46822,7232,0,327116.57
2023-07-15 06:00:00,40449,3.01,36885,5811,42696,37125,5811,0,331592.05
2023-07-15 07:00:00,40886,3.92,35915,5669,41584,35795,5669,0,247753.38
2023-07-15 08:00:00,46590,3.97,39170,6271,45441,43129,6271,0,297162.62
2023-07-15 09:00:00,37620,2.42,41616,9733,51349,49546,9733,0,314757.32
2023-07-15 10:00:00,40841,3.09,39068,10433,49501,49064,10433,0,416439.97
2023-07-15 11:00:00,46602,2.25,39954,8130,48084,47394,8130,0,466239.39
2023-07-15 12:00:00,44558,3.83,30950,7161,38111,37533,7161,0,350284.09
2023-07-15 13:00:00,39118,3.79,32835,9431,42266,41374,9431,0,347724.99
2023-07-15 14:00:00,37568,3.8,40306,9080,49386,45467,9080,0,453001.43
2023-07-15 15:00:00,41959,3.4,29855,9418,39273,34323,9418,0,290170.65
2023-07-15 16:00:00,41885,3.22,36111,7415,43526,38065,7415,0,352342.68
2023-07-15 17:00:00,42552,3.57,37535,11714,49249,47775,11714,0,397468.4
2023-07-15 18:00:00,41713,2.14,41035,9861,50896,49117,9861,0,356358.22
2023-07-15 19:00:00,44669,2.71,34768,9805,44573,43771,9805,0,356062.74
2023-07-15 20:00:00,42177,3.24,34502,10241,44743,41449,10241,0,280813.52
2023-07-15 21:00:00,44050,3.88,37836,6152,43988,38548,6152,0,330087.8
2023-07-15 22:00:00,44965,2.99,30296,6622,36918,31880,6622,0,242194.83
2023-07-15 23:00:00,39077,3.43,40959,3066,44025,38490,3066,0,255485.87
2023-07-16 00:00:00,42674,2.71,36411,11242,47653,41119,11242,0,303777.64
2023-07-16 01:00:00,41563,3.41,38798,5712,44510,40782,5712,0,256883.18
2023-07-16 02:00:00,39925,2.76,37971,3607,41578,39577,3607,0,277310.64
2023-07-16 03:00:00,43459,3.02,34329,3506,37835,32774,3506,0,209834.97
2023-07-16 04:00:00,46222,3.14,31759,3366,35125,30999,3366,0,255133.25
2023-07-16 05:00:00,40448,3.92,38646,11550,50196,46804,11550,0,418226.99
2023-07-16 06:00:00,45755,2.59,34328,8892,43220,41024,8892,0,406537.96
